ID_estudiante;género;edad;horas_estudio_día;horas_sueño;horas_uso_smartphone;horas_redes_sociales;horas_youtube;horas_videojuego;horas_descanso_día;g_ingesta_café;horas_ejercicio;tareas_completadas;porcentaje_asistencia;nivel_stress;puntuación_enfoque;calificación_final;puntuación_productividad
14526;femenino;24;4,17;6,24;6,62;2,67;5,21;3,51;9;0,09;0,67;15;57,87;5;40;51,68;34,80
14527;masculino;17;7,01;7,25;6,62;2,86;3,73;5,29;10;0,16;0,00;12;67,84;6;56;84,12;55,50
14528;femenino;23;7,31;9,35;10,42;0,93;4,39;1,62;2;0,38;0,38;15;81,00;6;43;81,53;54,23
14529;masculino;21;6,69;8,82;11,39;4,09;5,13;1,02;11;0,24;1,02;14;48,71;4;52;59,41;48,40
14530;masculino;23;4,61;7,31;2,52;2,39;5,31;2,46;14;0,09;1,83;11;89,62;1;97;61,08;74,13
14531;femenino;28;8,91;9,41;2,02;6,17;2,30;0,50;14;0,12;1,57;1;58,76;6;91;64,96;86,83
14532;masculino;25;7,83;5,66;8,35;1,65;1,51;2,93;4;0,09;1,15;1;72,93;2;63;83,35;59,35
14533;femenino;18;5,65;8,13;7,54;5,90;2,33;1,32;13;0,44;0,20;1;74,20;9;83;56,60;57,04
14534;masculino;29;0,52;3,11;4,48;3,28;1,84;2,46;11;0,10;0,13;19;58,43;1;95;78,54;36,28
14535;masculino;27;2,62;7,08;10,80;7,51;2,99;1,50;1;0,16;0,82;3;81,68;7;38;71,78;24,66
14536;masculino;20;5,33;3,96;6,74;4,59;2,38;0,00;2;0,10;0,63;1;82,58;8;61;99,35;41,02
14537;masculino;20;9,04;6,67;2,49;7,09;0,65;5,57;13;0,05;1,12;18;83,57;8;42;93,46;65,24
14538;femenino;18;6,47;4,73;4,98;2,06;5,18;4,77;14;0,01;1,30;17;52,25;9;95;91,00;55,89
14539;masculino;19;4,47;5,66;10,60;7,58;1,34;3,50;14;0,47;0,43;6;71,62;4;86;45,14;46,28
14540;femenino;27;0,96;8,55;0,71;1,73;5,26;0,08;14;0,12;1,27;2;75,88;8;76;84,81;48,07
14541;masculino;29;6,17;3,41;10,14;7,57;1,10;5,12;12;0,39;1,75;11;50,39;9;43;65,45;25,54
14542;femenino;24;3,83;6,76;11,44;7,01;4,51;4,49;1;0,44;1,72;14;57,06;8;97;89,67;42,02
14543;femenino;28;5,61;4,01;4,71;1,62;1,03;2,42;4;0,04;0,98;7;49,37;7;98;93,87;53,33
14544;femenino;25;7,78;7,01;3,78;5,25;3,28;2,99;13;0,29;0,55;15;49,84;3;75;46,29;69,25
14545;femenino;22;8,14;7,44;2,41;2,95;5,68;4,71;4;0,39;1,68;16;49,78;9;52;84,65;60,25
14546;otro;26;8,71;4,27;0,96;3,21;3,95;3,92;7;0,46;0,92;17;70,54;10;44;46,85;56,19
14547;femenino;18;6,54;3,04;8,28;0,32;0,26;5,42;3;0,14;0,38;7;97,34;4;76;47,55;52,83
14548;masculino;18;9,10;3,60;2,47;6,63;4,00;3,40;8;0,22;1,02;16;46,47;5;46;40,93;55,77
14549;otro;23;7,06;7,83;10,79;2,08;0,65;3,48;3;0,05;1,13;6;60,43;5;96;95,70;63,36
14550;otro;24;7,95;5,66;5,74;6,15;0,39;4,83;7;0,19;0,23;9;68,27;3;87;61,82;70,03
14551;masculino;24;7,01;5,61;11,69;4,71;2,97;1,24;9;0,30;1,58;15;46,51;10;40;52,11;29,92
14552;femenino;22;8,78;7,84;11,77;7,77;5,24;1,24;7;0,33;0,33;16;78,25;7;70;72,86;61,53
14553;femenino;26;2,62;6,48;9,71;1,61;5,26;0,84;2;0,25;1,83;4;46,83;4;83;52,41;36,97
14554;femenino;24;7,72;7,46;5,56;2,56;4,02;0,92;9;0,48;0,62;14;83,36;9;55;69,66;59,80
14555;femenino;17;1,61;9,44;5,82;1,33;1,90;4,43;5;0,10;1,72;15;50,75;7;60;95,18;36,84
14556;femenino;25;1,37;6,55;11,43;6,66;5,00;2,54;10;0,47;0,07;4;50,43;6;51;76,22;17,04
14557;femenino;29;5,17;7,47;8,87;2,64;4,74;2,83;5;0,03;0,65;13;50,83;10;59;99,72;38,41
14558;masculino;28;3,35;7,48;5,11;1,56;5,97;2,69;7;0,31;0,02;13;54,10;3;31;53,34;35,68
14559;masculino;17;5,85;6,74;10,42;4,74;2,95;1,46;13;0,09;1,42;8;55,59;9;31;62,74;29,65
14560;masculino;29;6,94;7,65;3,63;3,02;5,16;5,79;5;0,33;1,80;14;92,77;9;73;97,22;67,42
14561;masculino;19;2,65;8,84;11,27;6,50;3,75;3,02;3;0,17;0,35;15;73,34;1;92;89,64;51,38
14562;masculino;28;7,15;8,65;3,29;6,11;4,90;2,30;1;0,38;1,72;9;70,47;3;67;93,96;72,49
14563;femenino;25;9,96;3,40;8,93;0,96;0,30;4,51;8;0,30;1,95;18;80,32;9;83;59,24;61,63
14564;masculino;27;7,72;9,66;7,94;6,85;1,94;4,63;8;0,41;0,47;9;40,13;8;77;91,11;63,08
14565;femenino;21;2,15;8,93;7,24;7,86;3,02;5,91;14;0,48;1,50;5;76,70;9;91;91,02;47,58
14566;femenino;25;6,52;9,79;5,88;6,01;0,92;2,78;4;0,42;0,47;11;42,23;1;43;68,25;58,47
14567;femenino;25;0,59;4,36;6,91;6,59;2,53;0,61;2;0,13;0,42;3;73,29;5;41;49,63;16,63
14568;masculino;22;4,96;6,75;8,46;7,34;1,52;4,61;5;0,32;0,47;17;82,53;9;55;97,72;41,14
14569;masculino;27;5,57;6,08;7,78;6,29;1,03;4,24;4;0,05;1,13;8;40,47;4;96;83,45;54,93
14570;masculino;17;9,74;5,64;3,68;4,68;2,71;0,33;12;0,19;0,50;1;44,74;7;86;74,33;72,59
14571;femenino;26;7,50;5,85;3,62;0,55;2,92;3,43;10;0,12;0,98;8;51,79;10;88;96,08;62,14
14572;femenino;23;7,21;9,33;7,96;3,88;1,35;0,83;1;0,40;0,43;15;87,50;3;37;57,05;60,07
14573;femenino;22;5,56;7,89;2,25;6,26;2,51;5,91;7;0,04;0,85;2;89,37;8;91;84,14;70,70
14574;femenino;25;5,38;5,27;11,71;2,05;2,66;4,89;8;0,18;0,02;11;83,31;1;41;71,33;37,92
14575;masculino;23;9,92;5,65;10,24;5,23;4,21;0,79;14;0,39;0,63;10;47,93;4;99;50,37;70,74
14576;masculino;28;0,70;6,28;5,71;2,52;5,51;0,59;1;0,10;1,92;18;77,17;10;91;75,06;35,64
14577;femenino;27;3,38;5,57;6,54;6,90;2,72;1,69;14;0,15;0,88;14;57,76;6;61;62,71;35,41
14578;masculino;28;1,77;4,47;4,57;2,91;5,96;1,55;14;0,48;1,03;14;44,63;4;63;78,12;29,37
14579;femenino;29;3,49;6,05;2,25;0,36;0,85;2,62;10;0,12;1,85;1;70,76;9;43;97,57;37,17
14580;femenino;20;4,90;3,56;7,30;4,66;4,43;0,07;9;0,21;1,70;9;94,51;3;59;59,18;43,86
14581;masculino;23;3,75;8,98;11,87;0,37;1,54;4,00;10;0,48;0,15;19;53,34;1;98;83,27;54,24
14582;femenino;18;9,65;8,77;2,37;1,73;0,35;2,94;10;0,18;1,88;3;76,28;4;45;81,78;77,84
14583;femenino;22;6,97;9,24;6,67;4,01;0,26;0,33;11;0,35;1,43;13;76,63;7;54;43,15;60,31
14584;femenino;22;7,42;6,12;11,54;6,35;0,23;0,23;7;0,42;0,95;17;93,60;5;93;52,64;63,48
14585;masculino;18;7,55;7,56;11,80;2,56;3,72;1,02;10;0,36;1,28;18;72,26;5;97;59,44;65,35
14586;femenino;20;9,04;8,67;6,09;2,31;2,72;1,96;14;0,14;0,10;8;50,90;10;87;42,36;71,93
14587;masculino;24;7,80;5,20;1,34;0,90;4,99;0,37;10;0,28;0,12;9;42,02;10;88;74,29;63,79
14588;femenino;24;0,65;7,43;3,38;4,69;5,71;1,95;1;0,24;0,67;4;71,45;6;41;74,61;29,50
14589;masculino;29;2,98;6,07;8,59;4,26;0,91;5,40;9;0,30;1,03;0;64,02;9;65;69,32;30,79
14590;masculino;24;9,90;5,62;1,30;0,07;4,33;3,11;12;0,39;0,37;1;58,81;10;98;95,07;80,00
14591;masculino;24;6,70;9,02;7,84;5,62;3,51;0,06;12;0,21;0,18;16;97,16;1;40;86,92;61,92
14592;masculino;17;1,15;7,37;5,68;3,68;5,48;3,88;11;0,48;0,93;4;98,89;2;35;81,10;34,59
14593;masculino;18;4,93;7,36;2,58;2,31;1,46;5,49;10;0,01;0,85;8;80,51;10;72;67,22;56,27
14594;masculino;28;9,82;4,10;1,65;5,69;0,59;1,05;14;0,44;1,97;6;78,80;6;35;73,72;62,15
14595;femenino;20;9,93;5,43;8,35;6,49;2,35;2,76;5;0,05;1,02;8;58,39;1;39;79,71;58,75
14596;masculino;28;4,61;8,89;2,52;4,78;1,03;2,07;4;0,06;0,53;6;44,33;9;34;48,54;42,03
14597;femenino;25;8,98;4,49;6,51;0,76;5,39;0,29;10;0,49;1,20;17;56,01;5;77;95,31;62,70
14598;femenino;19;6,12;9,79;6,17;7,25;3,47;1,51;1;0,40;0,58;14;51,39;2;35;57,66;54,09
14599;masculino;22;5,34;8,82;8,25;0,14;4,32;2,05;2;0,40;0,37;18;95,92;3;37;60,09;51,52
14600;femenino;23;4,41;4,87;5,46;1,67;1,11;5,04;8;0,11;1,38;8;68,91;1;33;85,07;37,85
14601;masculino;24;8,98;3,76;11,03;2,12;4,68;1,22;10;0,23;1,55;12;41,78;9;93;55,56;51,97
14602;otro;29;6,40;4,19;10,30;2,96;3,32;4,01;1;0,09;1,40;5;51,73;1;40;82,47;36,26
14603;femenino;23;3,67;4,70;9,90;2,84;5,71;3,01;6;0,50;1,87;14;86,43;2;91;51,85;47,55
14604;femenino;19;5,17;4,66;3,69;7,19;3,08;0,05;4;0,03;0,05;18;64,51;3;54;45,50;47,36
14605;masculino;22;4,72;3,11;11,83;6,37;0,06;3,94;13;0,27;1,72;11;97,74;9;58;83,69;28,26
14606;femenino;21;4,79;8,01;6,53;1,61;0,14;5,00;5;0,20;0,53;9;84,78;6;83;40,43;59,59
14607;masculino;29;3,46;9,84;11,73;7,63;1,36;2,67;11;0,33;0,93;8;78,32;10;78;71,13;43,39
14608;femenino;28;6,51;5,01;10,17;2,90;4,65;1,13;9;0,29;0,83;5;93,12;1;82;95,16;59,45
14609;masculino;26;1,00;3,11;10,45;1,75;1,18;4,61;4;0,03;1,37;9;68,46;8;41;65,96;5,27
14610;femenino;20;8,92;9,43;8,62;7,57;1,97;0,11;1;0,14;1,40;14;77,40;7;53;80,25;65,88
14611;femenino;17;4,45;4,44;2,50;4,58;2,44;3,04;3;0,15;0,97;19;81,52;2;31;45,49;41,97
14612;femenino;29;8,11;3,05;11,52;4,72;0,67;0,25;13;0,50;1,22;16;50,40;3;70;94,23;45,93
14613;masculino;23;7,43;4,57;5,10;5,25;4,71;5,25;4;0,03;0,72;6;47,66;3;66;50,08;55,75
14614;femenino;24;4,98;3,73;11,35;5,00;3,24;5,91;12;0,22;0,05;3;56,16;10;86;57,98;33,09
14615;masculino;18;2,39;8,08;10,59;5,04;1,51;5,95;9;0,31;0,40;11;69,23;4;31;81,05;25,66
14616;femenino;23;5,84;3,01;9,96;0,02;2,81;0,93;7;0,01;1,22;12;43,35;9;79;74,41;33,85
14617;femenino;22;9,51;6,09;0,59;5,49;4,23;3,76;2;0,23;0,20;11;60,59;6;98;87,09;85,34
14618;masculino;21;2,26;6,44;7,13;5,94;4,23;3,53;4;0,15;1,17;3;49,38;9;50;99,81;23,82
14619;femenino;29;2,93;8,49;3,31;0,22;1,42;2,39;5;0,17;0,47;17;55,14;6;99;41,18;58,45
14620;masculino;20;9,93;6,66;10,63;5,00;2,58;4,83;8;0,08;1,85;17;54,85;9;33;63,07;47,23
14621;masculino;18;8,98;3,87;8,57;2,12;0,17;4,77;11;0,24;1,45;12;72,35;7;78;67,80;58,50
14622;masculino;26;5,72;5,99;7,96;5,03;2,54;5,12;6;0,18;0,23;14;51,82;1;57;45,64;47,49
14623;femenino;22;7,10;9,54;10,90;2,12;0,34;4,75;10;0,33;0,18;3;51,56;7;82;61,59;59,84
14624;femenino;21;4,71;4,66;3,90;0,77;0,13;3,35;4;0,13;1,70;15;92,19;10;34;93,56;35,49
14625;femenino;18;4,34;5,10;1,74;1,43;3,54;3,21;8;0,37;1,58;11;73,46;4;47;54,60;46,23
14626;femenino;26;4,71;9,11;4,01;7,34;3,27;0,69;10;0,20;1,50;8;68,66;8;77;92,85;59,59
14627;femenino;23;4,44;8,50;2,61;3,51;5,30;5,18;9;0,05;0,00;8;84,89;5;63;66,09;60,37
14628;masculino;22;6,92;5,07;3,41;7,33;4,59;5,11;3;0,46;1,75;5;49,50;10;98;42,21;60,74
14629;femenino;28;3,64;7,96;7,01;3,87;4,59;5,19;6;0,28;0,68;15;57,98;3;92;70,05;55,53
14630;masculino;27;2,12;3,60;5,74;7,19;5,34;0,17;1;0,32;1,58;10;67,52;2;45;68,45;26,67
14631;femenino;25;7,21;6,80;11,78;4,54;0,93;1,47;6;0,36;0,53;2;88,84;8;72;72,65;53,22
14632;masculino;27;0,80;9,10;5,31;2,81;0,07;2,56;9;0,46;1,63;16;49,36;4;92;57,48;46,63
14633;femenino;26;7,33;8,90;2,25;1,78;2,23;1,55;14;0,31;1,58;19;97,16;2;40;59,92;72,29
14634;femenino;21;3,00;4,42;10,56;2,97;1,64;4,76;9;0,42;1,53;12;62,29;1;41;60,59;23,82
14635;femenino;25;2,31;6,73;3,68;1,42;0,61;0,75;9;0,00;0,62;2;99,22;5;44;96,30;40,84
14636;masculino;25;4,10;5,79;1,74;7,85;1,25;3,52;11;0,23;0,52;0;73,47;2;65;59,06;55,04
14637;masculino;29;1,62;6,93;8,08;2,79;0,55;4,14;3;0,19;1,02;4;64,24;5;90;70,37;40,51
14638;masculino;17;4,15;3,53;3,45;4,46;4,45;4,42;6;0,44;1,42;16;74,47;3;73;71,59;48,06
14639;femenino;21;1,47;9,87;0,68;7,97;3,15;3,65;3;0,01;1,93;8;63,15;6;90;49,12;58,52
14640;femenino;25;5,09;6,94;8,13;4,15;1,40;2,82;1;0,32;0,10;0;56,18;9;73;97,09;44,31
14641;masculino;23;2,17;3,84;1,33;2,49;5,27;1,20;1;0,29;1,58;16;70,11;7;53;70,44;32,29
14642;masculino;22;1,73;7,50;0,53;4,91;5,85;1,57;10;0,44;0,40;0;57,68;3;98;73,96;58,43
14643;masculino;22;6,00;3,05;8,35;6,54;2,51;0,45;2;0,16;1,15;12;95,58;1;54;81,75;46,25
14644;femenino;27;6,44;3,05;5,71;4,93;4,44;2,64;11;0,20;1,97;14;65,17;10;94;43,88;50,73
14645;masculino;23;0,55;4,25;9,75;1,76;4,44;0,10;6;0,43;0,00;10;59,78;4;83;77,00;24,05
14646;otro;17;4,18;4,90;2,39;1,54;3,37;1,52;10;0,22;0,80;13;65,58;8;87;63,54;51,30
14647;masculino;20;1,24;4,84;6,37;5,74;2,77;4,40;11;0,40;0,72;6;65,70;2;97;63,61;41,74
14648;femenino;29;7,52;6,10;1,83;6,79;3,87;3,40;6;0,42;1,13;2;78,38;7;93;98,20;74,95
14649;femenino;17;6,97;6,59;5,21;5,59;1,01;4,50;7;0,34;0,60;2;61,53;1;93;93,44;72,18
14650;masculino;22;0,97;5,96;4,60;0,75;4,36;1,69;8;0,41;1,62;9;68,03;10;82;92,31;33,35
14651;femenino;29;9,44;5,62;7,84;2,58;0,66;4,06;9;0,36;0,93;16;70,89;6;47;92,86;57,19
14652;masculino;20;9,62;7,69;7,67;5,48;3,63;4,55;14;0,13;0,87;1;67,19;8;68;75,29;67,87
14653;femenino;17;3,68;4,74;3,47;5,69;0,16;3,94;14;0,45;1,07;15;53,91;2;72;55,09;46,69
14654;femenino;25;1,74;7,39;1,08;3,71;5,35;2,73;9;0,12;0,22;10;41,97;9;48;65,03;32,08
14655;masculino;28;1,59;9,70;1,70;2,38;4,35;1,14;4;0,44;1,80;6;65,73;7;91;66,89;56,59
14656;femenino;20;8,49;6,30;11,00;0,74;2,82;4,90;7;0,03;1,35;19;87,45;7;87;46,86;64,36
14657;femenino;28;4,86;6,58;8,86;0,42;3,65;4,54;4;0,10;1,22;3;60,56;3;56;87,44;42,84
14658;femenino;22;0,59;8,10;11,34;0,91;3,83;4,52;7;0,08;0,37;3;69,12;9;63;59,05;21,68
14659;masculino;29;9,29;6,55;7,60;2,70;5,46;5,41;11;0,36;0,82;18;59,89;4;47;73,26;59,82
14660;masculino;23;6,13;4,01;10,61;4,88;2,96;5,28;11;0,41;1,08;14;79,38;5;73;91,08;44,95
14661;masculino;24;7,06;7,27;9,39;6,79;3,54;1,72;12;0,47;1,90;18;57,74;2;33;44,09;46,52
14662;femenino;28;8,32;6,56;3,31;2,01;4,98;0,26;8;0,32;1,42;14;52,75;4;53;60,96;63,39
14663;femenino;29;8,28;9,66;9,12;0,60;2,68;5,58;8;0,06;0,42;4;60,42;7;72;94,30;66,33
14664;femenino;27;1,22;3,65;7,51;7,73;1,54;2,15;14;0,37;0,37;16;96,42;7;41;51,74;18,04
14665;masculino;25;5,95;6,76;2,45;4,93;1,87;5,84;5;0,11;0,32;9;47,13;1;72;67,99;63,57
14666;femenino;25;7,11;7,32;1,58;1,14;1,00;4,46;14;0,14;0,50;15;72,41;1;62;69,08;72,35
14667;femenino;24;1,31;7,34;4,72;2,01;4,48;2,07;10;0,12;0,87;9;79,15;9;61;53,97;34,42
14668;femenino;26;2,61;3,42;7,24;3,35;5,64;3,52;4;0,01;1,30;7;59,84;9;48;83,63;18,05
14669;masculino;27;4,26;5,29;6,90;7,74;0,19;5,56;10;0,17;1,63;2;91,39;6;80;64,26;49,47
14670;masculino;28;8,92;4,84;6,03;0,94;4,16;0,71;5;0,02;1,05;6;81,38;9;91;91,91;68,48
14671;masculino;28;8,58;7,76;6,01;3,42;2,41;4,29;2;0,40;1,00;8;50,36;3;55;46,28;64,72
14672;masculino;19;7,93;8,15;0,69;3,50;2,18;1,82;13;0,22;0,10;11;56,40;1;91;52,12;86,37
14673;femenino;28;9,91;4,46;0,75;7,94;3,40;0,59;2;0,04;1,03;8;70,22;10;39;46,45;60,56
14674;femenino;18;2,81;8,78;5,19;1,54;1,74;2,26;10;0,05;1,52;2;60,20;9;94;41,16;51,64
14675;femenino;21;4,94;6,40;6,42;3,75;5,85;1,56;14;0,31;0,45;16;91,46;5;92;47,27;61,15
14676;masculino;17;4,74;4,84;8,27;7,89;4,52;0,33;12;0,43;0,37;2;70,60;5;95;99,29;50,68
14677;femenino;19;6,95;5,10;8,15;5,26;2,78;5,84;12;0,43;0,88;19;45,49;7;89;84,24;52,95
14678;femenino;17;8,58;4,84;11,83;1,32;3,36;1,78;11;0,13;0,30;3;67,11;10;81;67,73;51,00
14679;masculino;29;5,17;7,23;5,01;7,49;0,66;2,62;3;0,33;0,13;15;97,88;3;78;64,47;65,33
14680;femenino;19;5,17;6,69;1,96;4,34;4,13;4,58;11;0,04;1,12;2;68,47;3;78;88,38;64,05
14681;femenino;29;6,28;9,57;3,96;6,51;3,62;0,30;11;0,47;0,67;6;84,51;6;47;80,62;62,70
14682;femenino;20;7,55;4,92;9,32;6,45;5,71;3,27;1;0,11;0,77;5;87,87;7;53;80,06;48,36
14683;masculino;23;2,41;5,23;3,30;4,42;3,37;4,75;4;0,17;0,10;2;41,55;1;79;94,38;44,15
14684;femenino;28;9,64;3,05;9,90;6,53;0,10;5,07;12;0,02;0,37;16;68,40;6;94;61,25;62,60
14685;otro;28;1,37;5,09;9,77;7,08;4,30;4,23;9;0,08;0,63;11;50,26;1;45;68,82;19,22
14686;femenino;21;0,72;4,76;5,90;6,50;1,05;2,35;10;0,24;1,95;7;75,21;9;85;56,68;30,14
14687;femenino;21;3,91;5,81;8,90;5,05;3,55;3,37;10;0,30;0,05;11;58,58;9;48;87,93;27,22
14688;masculino;29;7,16;6,47;9,71;4,70;3,58;1,09;12;0,15;0,73;5;71,04;5;31;64,47;42,54
14689;femenino;17;9,79;7,69;8,85;3,71;5,51;3,66;5;0,13;0,77;19;47,79;10;76;82,94;63,99
14690;femenino;24;9,36;4,34;4,10;0,65;3,07;0,65;10;0,09;1,17;10;49,25;2;86;65,94;72,89
14691;femenino;29;7,04;6,89;2,45;3,82;4,50;5,22;5;0,44;1,22;13;69,60;8;43;53,37;55,32
14692;masculino;20;4,65;8,10;1,87;5,04;0,62;5,74;12;0,03;1,92;17;89,88;2;83;97,63;71,92
14693;femenino;26;6,16;4,69;11,58;3,62;5,94;1,72;10;0,35;1,07;10;93,24;9;58;72,29;38,42
14694;femenino;21;9,70;5,46;1,59;3,35;2,44;1,25;13;0,01;1,27;4;94,34;2;62;44,11;80,97
14695;otro;18;3,02;4,44;5,57;1,89;5,16;3,27;4;0,33;0,90;19;46,66;1;84;47,75;43,43
14696;femenino;28;5,04;3,78;1,67;2,93;4,63;5,63;7;0,22;1,12;18;53,26;10;54;75,56;38,32
14697;femenino;29;7,08;8,29;9,64;1,63;1,54;2,49;8;0,35;1,75;16;43,31;4;55;52,84;51,58
14698;femenino;17;0,60;4,68;6,86;0,62;5,06;0,61;5;0,19;0,93;3;55,30;2;92;80,26;34,45
14699;femenino;25;4,12;5,57;2,52;5,79;1,66;5,62;12;0,34;1,02;0;81,34;1;33;59,98;45,26
14700;masculino;18;5,90;4,73;11,54;5,60;5,54;1,27;12;0,31;1,62;2;60,77;4;43;45,58;32,75
14701;masculino;22;9,06;3,31;10,26;4,14;0,34;3,72;7;0,31;0,80;0;90,83;1;96;70,84;69,89
14702;femenino;17;9,92;8,10;1,96;0,63;3,87;5,35;14;0,17;1,82;9;48,52;10;52;98,45;69,16
14703;femenino;17;5,79;7,50;9,85;4,93;2,23;3,47;11;0,21;1,13;8;82,64;9;33;71,55;37,39
14704;femenino;25;9,47;6,33;10,21;2,23;2,94;0,60;7;0,03;1,17;0;68,76;9;98;68,93;68,33
14705;masculino;20;1,44;7,72;9,38;7,59;2,57;3,72;3;0,09;1,93;5;42,79;10;43;56,27;15,68
14706;masculino;25;7,16;8,93;4,54;0,39;4,76;0,15;6;0,15;0,23;16;68,40;2;63;83,25;70,72
14707;femenino;27;4,31;7,33;3,45;0,02;5,90;0,66;4;0,49;0,25;15;41,94;4;30;72,70;38,74
14708;femenino;21;7,63;9,35;6,54;6,66;0,84;4,29;12;0,40;1,83;16;69,57;6;92;86,66;75,90
14709;femenino;23;8,74;4,41;5,95;1,86;3,08;4,86;4;0,14;0,48;6;80,23;7;45;74,95;53,75
14710;femenino;17;1,01;9,18;7,21;5,36;4,82;3,60;7;0,30;1,53;2;40,03;4;63;53,33;33,77
14711;masculino;22;9,39;6,79;5,31;2,79;4,35;3,06;9;0,39;0,50;16;61,31;2;68;97,15;73,79
14712;femenino;24;1,15;8,89;2,92;6,59;3,10;0,08;12;0,11;0,10;19;73,92;10;80;62,91;45,05
14713;femenino;17;7,66;8,21;7,06;6,83;2,25;4,60;9;0,48;0,08;7;97,31;1;64;76,18;72,94
14714;femenino;25;1,16;3,40;6,68;7,53;3,46;4,66;6;0,08;1,42;10;63,66;7;52;90,79;16,71
14715;masculino;19;8,69;8,86;10,95;3,08;2,30;4,52;2;0,13;1,05;1;67,17;3;44;80,94;59,33
14716;masculino;17;2,45;5,36;7,81;0,05;3,94;3,41;14;0,44;1,13;2;78,81;4;85;54,15;42,11
14717;femenino;17;4,62;5,96;9,35;1,15;5,09;5,33;5;0,19;0,98;1;89,66;9;51;65,28;35,96
14718;masculino;29;9,36;3,08;5,41;2,46;3,74;4,86;4;0,22;1,75;0;48,62;3;45;69,18;52,92
14719;masculino;27;8,02;8,31;9,96;6,46;0,75;1,19;11;0,08;1,80;9;62,15;6;66;40,32;59,63
14720;masculino;22;7,96;6,27;4,06;7,28;3,50;0,70;2;0,31;0,67;14;87,39;1;83;86,31;78,40
14721;femenino;27;7,75;9,58;11,75;1,68;2,76;0,11;11;0,41;1,02;19;60,50;1;96;41,03;73,83
14722;masculino;22;5,91;4,97;9,88;3,12;5,60;1,28;13;0,14;1,30;15;67,34;7;67;53,66;41,72
14723;femenino;17;9,54;6,47;0,55;4,53;3,53;4,42;14;0,18;0,20;18;70,58;9;47;54,66;68,43
14724;femenino;19;8,40;5,88;9,91;2,22;4,44;2,85;10;0,47;0,07;15;60,19;1;35;88,12;49,83
14725;femenino;23;4,68;8,54;6,69;2,74;3,70;4,18;11;0,19;1,42;0;87,19;8;84;59,10;58,85
14726;femenino;26;7,55;6,75;7,17;6,29;5,98;4,82;10;0,27;1,62;15;59,13;4;65;41,65;59,25
14727;masculino;19;9,98;6,22;11,98;1,35;4,85;2,18;8;0,11;0,83;16;81,16;6;79;49,87;66,46
14728;masculino;19;8,77;9,63;8,75;4,31;4,73;5,26;7;0,10;1,20;17;62,65;3;50;90,35;66,52
14729;masculino;19;0,51;5,65;2,00;4,65;2,84;4,70;10;0,05;1,30;2;92,27;2;97;70,57;52,15
14730;femenino;28;7,51;6,43;9,17;1,13;5,39;3,59;14;0,20;1,80;2;59,51;8;76;81,31;54,28
14731;femenino;23;9,03;6,88;2,79;5,62;3,54;4,14;12;0,48;1,87;19;49,51;1;88;50,64;82,21
14732;femenino;20;3,61;3,38;11,25;1,60;3,23;1,75;6;0,48;1,15;4;65,44;7;81;78,36;29,51
14733;femenino;20;9,79;6,69;3,53;5,58;3,57;4,49;3;0,10;1,17;2;99,44;8;52;58,06;72,65
14734;femenino;19;4,31;5,35;5,81;3,19;4,52;0,91;11;0,42;1,15;19;92,19;5;69;50,55;49,26
14735;otro;26;4,50;7,55;9,85;4,90;0,08;0,99;11;0,44;0,20;0;53,85;10;73;54,15;39,17
14736;femenino;27;2,03;7,51;11,59;4,66;3,50;3,79;10;0,38;0,97;8;67,46;5;65;80,22;30,59
14737;masculino;25;1,42;7,98;2,31;7,87;5,14;1,35;1;0,41;0,75;11;96,57;8;51;94,55;41,19
14738;femenino;18;5,60;5,79;1,29;0,51;2,21;2,55;8;0,07;0,60;3;78,71;9;40;97,04;47,44
14739;femenino;20;6,23;3,73;9,59;2,22;1,18;3,33;8;0,25;1,65;17;76,40;2;79;63,22;50,97
14740;femenino;24;3,99;6,07;10,42;4,72;0,70;4,10;7;0,20;1,02;2;71,42;8;42;41,47;27,02
14741;femenino;22;6,26;6,87;7,42;6,05;3,46;5,11;5;0,43;1,03;3;43,46;5;51;63,91;45,45
14742;masculino;23;4,25;3,17;2,46;7,15;2,16;3,16;3;0,20;1,22;13;52,16;5;81;85,23;45,95
14743;masculino;29;8,75;6,83;2,31;0,79;4,55;3,19;7;0,29;0,05;10;50,71;5;82;94,88;75,57
14744;masculino;23;9,56;5,79;5,80;2,24;4,94;4,51;7;0,46;1,68;10;94,21;5;69;79,76;73,45
14745;masculino;18;6,14;6,35;2,73;0,91;5,39;4,94;2;0,22;1,52;16;89,16;3;55;46,00;61,98
14746;femenino;20;8,50;5,12;4,49;0,59;0,05;0,71;9;0,45;0,70;3;65,41;10;31;40,55;46,83
14747;masculino;26;8,61;6,44;9,63;0,15;4,88;0,71;12;0,19;1,43;14;97,51;4;35;56,13;55,51
14748;femenino;26;7,28;9,17;1,72;6,43;3,73;3,38;2;0,12;1,93;7;98,52;5;48;55,64;73,23
14749;masculino;22;2,32;8,51;3,99;1,25;1,93;2,79;10;0,02;1,97;1;54,20;5;98;53,75;55,38
14750;masculino;19;1,97;7,31;5,06;3,10;2,01;3,01;6;0,45;0,67;9;52,58;10;95;92,95;42,27
14751;masculino;25;9,24;7,39;3,12;0,10;3,37;1,22;3;0,18;0,67;6;47,73;3;38;83,54;65,32
14752;otro;29;3,02;9,27;8,65;6,64;0,03;5,16;1;0,13;1,35;1;53,18;10;69;43,40;37,96
